Airport Name,City,IATA,latitude,longitude
Marshall Army Air Field,Fort Riley,FRI,39.05530167,-96.76450348
Bryant Army Heliport,Fort Richardson,FRN,61.26639938,-149.6529999
Eastern Slopes Regional Airport,Fryeburg,FRY,43.99110031,-70.94789886
Joe Foss Field Airport,Sioux Falls,FSD,43.58200073,-96.74189758
Henry Post Army Air Field (Fort Sill),Fort Sill,FSI,34.64979935,-98.40219879
Fort Smith Regional Airport,Fort Smith,FSM,35.33660126,-94.36740112
Fort Stockton Pecos County Airport,Fort Stockton,FST,30.91570091,-102.9160004
Godman Army Air Field,Fort Knox,FTK,37.90710068,-85.9720993
Fort Worth Meacham International Airport,Fort Worth,FTW,32.819801,-97.362396
Fulton County Airport Brown Field,Atlanta,FTY,33.77909851,-84.52140045
Fullerton Municipal Airport,Fullerton,FUL,33.87200165,-117.9800034
Fort Wayne International Airport,Fort Wayne,FWA,40.97850037,-85.19509888
NAS Fort Worth JRB/Carswell Field,Dallas,FWH,32.76919937,-97.4414978
Fort Lauderdale Executive Airport,Fort Lauderdale,FXE,26.19729996,-80.17070007
Fort Yukon Airport,Fort Yukon,FYU,66.57150269,-145.25
Drake Field,Fayetteville,FYV,36.00510025,-94.17009735
Northeast Alabama Regional Airport,Gadsden,GAD,33.972599,-86.088996
Montgomery County Airpark,Gaithersburg,GAI,39.16830063,-77.16600037
Edward G. Pitka Sr Airport,Galena,GAL,64.73619843,-156.9369965
Gambell Airport,Gambell,GAM,63.76679993,-171.7330017
Great Bend Municipal Airport,Great Bend,GBD,38.34429932,-98.85919952
Galesburg Municipal Airport,Galesburg,GBG,40.93799973,-90.43109894
Gillette Campbell County Airport,Gillette,GCC,44.34889984,-105.5390015
Garden City Regional Airport,Garden City,GCK,37.92750168,-100.723999
Grand Canyon National Park Airport,Grand Canyon,GCN,35.95240021,-112.1470032
Donaldson Field Airport,Greenville,GDC,34.758301,-82.376404
Dawson Community Airport,Glendive,GDV,47.13869858,-104.8069992
Gladwin Zettel Memorial Airport,Gladwin,GDW,43.97060013,-84.47499847
Sussex County Airport,Georgetown,GED,38.68920135,-75.35890198
Spokane International Airport,Spokane,GEG,47.61989975,-117.5339966
Grand Forks International Airport,Grand Forks,GFK,47.949299,-97.176102
Floyd Bennett Memorial Airport,Queensbury,GFL,43.34120178,-73.61029816
Georgetown County Airport,Georgetown,GGE,33.31169891,-79.31960297
East Texas Regional Airport,Longview,GGG,32.38399887,-94.71150208
Wokal Field Glasgow International Airport,Glasgow,GGW,48.212502,-106.614998
Winter Haven Regional Airport - Gilbert Field,Winter Haven,GIF,28.062901,-81.753304
Grand Junction Regional Airport,Grand Junction,GJT,39.12239838,-108.5270004
Gulkana Airport,Gulkana,GKN,62.1548996,-145.4570007
Renner Field-Goodland Municipal Airport,Goodland,GLD,39.37060165,-101.6989975
Mid Delta Regional Airport,Greenville,GLH,33.48289871,-90.98560333
Gaylord Regional Airport,GAYLORD,GLR,45.01350021,-84.70359802
Scholes International At Galveston Airport,Galveston,GLS,29.26530075,-94.86039734
Golovin Airport,Golovin,GLV,64.55049896,-163.0070038
Glasgow Municipal Airport,Glasgow,GLW,37.03179932,-85.9536972
Greenville Downtown Airport,Greenville,GMU,34.84790039,-82.34999847
Monument Valley Airport,Monument Valley,GMV,37.01670074,-110.2009964
Grants-Milan Municipal Airport,Grants,GNT,35.16730118,-107.9020004
Gainesville Regional Airport,Gainesville,GNV,29.69009972,-82.27179718
Groton New London Airport,Groton CT,GON,41.33010101,-72.04509735
Gulfport Biloxi International Airport,Gulfport,GPT,30.40730095,-89.07009888
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,GPZ,47.21110153,-93.50980377
Galion Municipal Airport,Galion,GQQ,40.7533989,-82.72380066
Austin Straubel International Airport,Green Bay,GRB,44.48509979,-88.12960052
Gray Army Air Field,Fort Lewis,GRF,47.07920074,-122.5810013
Central Nebraska Regional Airport,Grand Island,GRI,40.96749878,-98.30960083
Robert Gray  Army Air Field Airport,Killeen,GRK,31.06719971,-97.8289032
Grand Marais Cook County Airport,Grand Marais,GRM,47.8382988,-90.38289642
Gerald R. Ford International Airport,Grand Rapids,GRR,42.88079834,-85.52279663
Seymour Johnson Air Force Base,Goldsboro,GSB,35.33940125,-77.96060181
Piedmont Triad International Airport,Greensboro,GSO,36.09780121,-79.93730164
Greenville Spartanburg International Airport,Greenville,GSP,34.89569855,-82.21890259
Gustavus Airport,Gustavus,GST,58.4253006,-135.7070007
Great Falls International Airport,Great Falls,GTF,47.48199844,-111.3710022
Golden Triangle Regional Airport,Columbus Mississippi,GTR,33.45029831,-88.59140015
Gunnison Crested Butte Regional Airport,Gunnison,GUC,38.53390121,-106.9329987
Jack Edwards Airport,Gulf Shores,GUF,30.29050064,-87.67179871
Gallup Municipal Airport,Gallup,GUP,35.51110077,-108.7890015
Grissom Air Reserve Base,Peru,GUS,40.64810181,-86.15209961
Guymon Municipal Airport,Guymon,GUY,36.68510056,-101.5080032
Lee Gilmer Memorial Airport,Gainesville,GVL,34.27259827,-83.8302002
Majors Airport,Greenvile,GVT,33.06779861,-96.06529999
Greenwood–Leflore Airport,Greenwood,GWO,33.49430084,-90.08470154
Greeley–Weld County Airport,Greeley,GXY,40.43740082,-104.6330032
Phoenix Goodyear Airport,Goodyear,GYR,33.42250061,-112.3759995
Gary Chicago International Airport,Gary,GYY,41.61629868,-87.41280365
Half Moon Bay Airport,Half Moon Bay,HAF,37.51340103,-122.5009995
Butler Co Regional Airport - Hogan Field,Hamilton,HAO,39.36380005,-84.52200317
Capital City Airport,Harrisburg,HAR,40.21709824,-76.85150146
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,HBG,31.26479912,-89.25279999
Hobart Regional Airport,Hobart,HBR,34.991317,-99.051313
Holy Cross Airport,Holy Cross,HCR,62.18830109,-159.7749939
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,HCW,34.71289825,-79.95700073
Brewster Field,Holdredge,HDE,40.452099,-99.336502
Dillingham Airfield,Dillingham,HDH,21.5795002,-158.1970062
Hardwick Field,Cleveland,HDI,35.2201004,-84.83239746
Yampa Valley Airport,Hayden,HDN,40.48120117,-107.2180023
Hartford Brainard Airport,Hartford,HFD,41.73669815,-72.6493988
Hagerstown Regional Richard A Henson Field,Hagerstown,HGR,39.707901,-77.72949982
Hilton Head Airport,Hilton Head Island,HHH,32.22439957,-80.69750214
Wheeler Army Airfield,Wahiawa,HHI,21.48349953,-158.0399933
Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,HHR,33.922798,-118.334999
Range Regional Airport,Hibbing,HIB,47.38660049,-92.83899689
Hill Air Force Base,Ogden,HIF,41.12403,-111.973086
Lake Havasu City Airport,Lake Havasu City,HII,34.571098,-114.358002
Portland Hillsboro Airport,Hillsboro,HIO,45.540401,-122.949997
Hickory Regional Airport,Hickory,HKY,35.74110031,-81.38950348
Wheeling Ohio County Airport,Wheeling,HLG,40.17499924,-80.64630127
Hollister Municipal Airport,Hollister,HLI,36.8932991,-121.4100037
Helena Regional Airport,Helena,HLN,46.60680008,-111.9830017
Hood Army Air Field,Fort Hood,HLR,31.13870049,-97.71450043
Holloman Air Force Base,Alamogordo,HMN,32.85250092,-106.1070023
Hoonah Airport,Hoonah,HNH,58.0961,-135.410111
Daniel K Inouye International Airport,Honolulu,HNL,21.32062,-157.924228
Hana Airport,Hana,HNM,20.79560089,-156.0140076
Haines Airport,Haines,HNS,59.24380112,-135.5240021
Lea County Regional Airport,Hobbs,HOB,32.6875,-103.2170029
Homer Airport,Homer,HOM,59.64559937,-151.477005
Huron Regional Airport,Huron,HON,44.3852005,-98.22850037
Campbell AAF (Fort Campbell) Air Field,Hopkinsville,HOP,36.66859818,-87.49620056
Memorial Field,Hot Springs,HOT,34.47800064,-93.09619904
William P Hobby Airport,Houston,HOU,29.64539909,-95.27890015
Hooper Bay Airport,Hooper Bay,HPB,61.52389908,-166.1470032
Westchester County Airport,White Plains,HPN,41.06700134,-73.70760345
Bowerman Airport,Hoquiam,HQM,46.97119904,-123.9369965
Valley International Airport,Harlingen,HRL,26.22850037,-97.65440369
Boone County Airport,Harrison,HRO,36.26150131,-93.15470123
Henderson Executive Airport,Henderson,HSH,35.97280121,-115.1340027
Huslia Airport,Huslia,HSL,65.69789886,-156.3509979
Homestead ARB Airport,Homestead,HST,25.48859978,-80.38359833
Huntsville International Carl T Jones Field,Huntsville,HSV,34.6371994,-86.77510071
Roscommon County - Blodgett Memorial Airport,Houghton Lake,HTL,44.359798,-84.671095
Tri-State/Milton J. Ferguson Field,Huntington,HTS,38.36669922,-82.55799866
Huntsville Regional Airport,Huntsville,HTV,30.74690056,-95.58719635
Redstone Army Air Field,Redstone,HUA,34.67869949,-86.68479919
"Terre Haute Regional Airport, Hulman Field",Terre Haute,HUF,39.4515,-87.307602
Houlton International Airport,Houlton,HUL,46.12310028,-67.792099
Hughes Airport,Hughes,HUS,66.04109955,-154.2630005
Hutchinson Municipal Airport,Hutchinson,HUT,38.06549835,-97.86060333
Tweed New Haven Airport,New Haven,HVN,41.26369858,-72.88680267
Havre City County Airport,Havre,HVR,48.54299927,-109.762001
Hartsville Regional Airport,Hartsville,HVS,34.40309906,-80.11920166
Hayward Executive Airport,Hayward,HWD,37.65919876,-122.1220016
North Perry Airport,Hollywood,HWO,26.0012,-80.2407
Barnstable Municipal Boardman Polando Field,Barnstable,HYA,41.66930008,-70.28040314
Hydaburg Seaplane Base,Hydaburg,HYG,55.20629883,-132.8280029
Sawyer County Airport,Hayward,HYR,46.02519989,-91.44429779
Hays Regional Airport,Hays,HYS,38.84220123,-99.27320099
Hazleton Municipal Airport,Hazleton,HZL,40.98680115,-75.99490356
Mc Connell Air Force Base,Wichita,IAB,37.62189865,-97.26820374
Washington Dulles International Airport,Washington,IAD,38.94449997,-77.45580292
Niagara Falls International Airport,Niagara Falls,IAG,43.1072998,-78.94619751
George Bush Intercontinental Houston Airport,Houston,IAH,29.9843998,-95.34140015
